Word,Frequency,lgFreq,,,,,
became,18,1.255272505,,,,,
poison,12,1.079181246,,,,,
disturb,6,0.77815125,,,,,
mud,112,2.049218023,,,,,
receive,6,0.77815125,,,,,
card,237,2.374748346,,,,,
service,24,1.380211242,,,,,
candy,300,2.477121255,,,,,
drawer,183,2.26245109,,,,,
admit,9,0.954242509,,,,,
fish,1208,3.082066934,,,,,
such,475,2.67669361,,,,,
rid,71,1.851258349,,,,,
sympathy,1,0,,,,,
shelf,89,1.949390007,,,,,
park,378,2.5774918,,,,,
lively,1,0,,,,,
tail,493,2.692846919,,,,,
ashore,0,0,,,,,
chain,27,1.431363764,,,,,
feather,36,1.556302501,,,,,
splendid,4,0.602059991,,,,,
lollipop,61,1.785329835,,,,,
blame,15,1.176091259,,,,,
apiece,1,0,,,,,
during,53,1.72427587,,,,,
boy,3671,3.564784385,,,,,
tender,5,0.698970004,,,,,
beaten,2,0.301029996,,,,,
recall,2,0.301029996,,,,,
Friend,528,2.722633923,,,,,
known,23,1.361727836,,,,,
freedom,7,0.84509804,,,,,
bacon,68,1.832508913,,,,,
guilty,5,0.698970004,,,,,
restless,4,0.602059991,,,,,
express,7,0.84509804,,,,,
worth,15,1.176091259,,,,,
balloon,375,2.574031268,,,,,
block,406,2.608526034,,,,,
ankle,7,0.84509804,,,,,
salad,92,1.963787827,,,,,
neck,310,2.491361694,,,,,
fool,22,1.342422681,,,,,
mattress,34,1.531478917,,,,,
fairly,7,0.84509804,,,,,
watchman,0,0,,,,,
flower,372,2.57054294,,,,,
guilt,0,0,,,,,
photograph,5,0.698970004,,,,,
emperor,0,0,,,,,
pot,265,2.423245874,,,,,
dishes,169,2.227886705,,,,,
eye,525,2.720159303,,,,,
dress,421,2.624282096,,,,,
while,963,2.983626287,,,,,
lunch,802,2.904174368,,,,,
sweater,139,2.1430148,,,,,
mile,3,0.477121255,,,,,
thus,0,0,,,,,
graduate,2,0.301029996,,,,,
computer,92,1.963787827,,,,,
costs,21,1.322219295,,,,,
gift,23,1.361727836,,,,,
stout,5,0.698970004,,,,,
deny,3,0.477121255,,,,,
carrots,155,2.190331698,,,,,
hickory,5,0.698970004,,,,,
government,0,0,,,,,
knee,156,2.193124598,,,,,
meanwhile,8,0.903089987,,,,,
mirror,350,2.544068044,,,,,
shirt,766,2.88422877,,,,,
snack,130,2.113943352,,,,,
bubbles,203,2.307496038,,,,,
daddy,4654,3.667826379,,,,,
paper,1292,3.111262514,,,,,
grass,323,2.509202522,,,,,
bike,271,2.432969291,,,,,
sock,269,2.42975228,,,,,
frank,34,1.531478917,,,,,
breakfast,859,2.933993164,,,,,
plate,314,2.496929648,,,,,
five,951,2.978180517,,,,,
sky,239,2.378397901,,,,,
slacks,20,1.301029996,,,,,
move,1002,3.000867722,,,,,
off,4939,3.693639026,,,,,
make-believe,0,0,,,,,
try,1883,3.27485032,,,,,
others,69,1.838849091,,,,,
mine,622,2.793790385,,,,,
ask,776,2.889861721,,,,,
braille,0,0,,,,,
lines,71,1.851258349,,,,,
pull,1270,3.103803721,,,,,
sang,34,1.531478917,,,,,
snowy,18,1.255272505,,,,,
scream,82,1.913813852,,,,,
extra,51,1.707570176,,,,,
thirsty,223,2.348304863,,,,,
slow,154,2.187520721,,,,,
tonight,486,2.686636269,,,,,
talk,1741,3.240798771,,,,,
skunk,55,1.740362689,,,,,
touched,32,1.505149978,,,,,
ma,32,1.505149978,,,,,
leave,1121,3.049605613,,,,,
turn around,0,0,,,,,
thunder,31,1.491361694,,,,,
hippopotamus,76,1.880813592,,,,,
twist,35,1.544068044,,,,,
wink,8,0.903089987,,,,,
grassy,2,0.301029996,,,,,
bear,1218,3.085647288,,,,,
thank,760,2.880813592,,,,,
bleed,10,1,,,,,
sorry,831,2.919601024,,,,,
cook,296,2.471291711,,,,,
spaceship,24,1.380211242,,,,,
cross,80,1.903089987,,,,,
collect,14,1.146128036,,,,,
gentle,143,2.155336037,,,,,
officer,5,0.698970004,,,,,
together,1088,3.036628895,,,,,
shout,27,1.431363764,,,,,
purr,47,1.672097858,,,,,
twenty,294,2.46834733,,,,,
trying,1066,3.027757205,,,,,
bar,46,1.662757832,,,,,
cover,269,2.42975228,,,,,
honest,3,0.477121255,,,,,
winning,6,0.77815125,,,,,
soon,447,2.650307523,,,,,
whale,117,2.068185862,,,,,
life,91,1.959041392,,,,,
awake,90,1.954242509,,,,,
hippo,73,1.86332286,,,,,
sniff,8,0.903089987,,,,,
threw,232,2.365487985,,,,,
clang,7,0.84509804,,,,,
crunch,34,1.531478917,,,,,
tight,167,2.222716471,,,,,
autumn,4,0.602059991,,,,,
away,2550,3.40654018,,,,,
crane,17,1.230448921,,,,,
name,2219,3.346157302,,,,,
eat,4820,3.683047038,,,,,
plugged,26,1.414973348,,,,,
barber,30,1.477121255,,,,,
pudding,84,1.924279286,,,,,
thinking,292,2.465382851,,,,,
please,1888,3.27600199,,,,,
broken,549,2.739572344,,,,,
coming,1180,3.071882007,,,,,
hardware,1,0,,,,,
castle,92,1.963787827,,,,,
flat,90,1.954242509,,,,,
running,335,2.525044807,,,,,
sideways,22,1.342422681,,,,,
sour,25,1.397940009,,,,,
flea,6,0.77815125,,,,,
hurt,1428,3.154728207,,,,,
hung,36,1.556302501,,,,,
camp,27,1.431363764,,,,,
ship,74,1.86923172,,,,,
detective,5,0.698970004,,,,,
there,21528,4.333003685,,,,,
supermarket,12,1.079181246,,,,,
blue,1274,3.105169428,,,,,
buy,818,2.912753304,,,,,
fig,5,0.698970004,,,,,
imagine,27,1.431363764,,,,,
barnyard,5,0.698970004,,,,,
grocery,83,1.919078092,,,,,
snake,282,2.450249108,,,,,
bald,19,1.278753601,,,,,
conversation,27,1.431363764,,,,,
canned,1,0,,,,,
fire,510,2.707570176,,,,,
giving,254,2.404833717,,,,,
poodle,29,1.462397998,,,,,
auditorium,0,0,,,,,
frighten,8,0.903089987,,,,,
careful,1131,3.053462605,,,,,
porcupine,30,1.477121255,,,,,
hive,6,0.77815125,,,,,
statue,44,1.643452676,,,,,
opener,14,1.146128036,,,,,
press,143,2.155336037,,,,,
kicks,17,1.230448921,,,,,
fireplace,32,1.505149978,,,,,
dug,9,0.954242509,,,,,
patch,26,1.414973348,,,,,
granny,64,1.806179974,,,,,
cool,593,2.773054693,,,,,
foil,2,0.301029996,,,,,
suck,55,1.740362689,,,,,
top,1227,3.088844563,,,,,
joking,8,0.903089987,,,,,
pit,20,1.301029996,,,,,
vest,12,1.079181246,,,,,
cleaner,88,1.944482672,,,,,
liver,11,1.041392685,,,,,
other,3235,3.509874285,,,,,
unload,10,1,,,,,
teakettle,5,0.698970004,,,,,
agree,27,1.431363764,,,,,
visitor,5,0.698970004,,,,,
gong,2,0.301029996,,,,,
science,19,1.278753601,,,,,
swung,0,0,,,,,
warning,5,0.698970004,,,,,
die,77,1.886490725,,,,,
straighten,34,1.531478917,,,,,
mash,93,1.968482949,,,,,
tore,34,1.531478917,,,,,
beast,10,1,,,,,
cabbage,24,1.380211242,,,,,
nervous,20,1.301029996,,,,,
serious,52,1.716003344,,,,,
image,0,0,,,,,
lump,15,1.176091259,,,,,
submarine,2,0.301029996,,,,,
reader,4,0.602059991,,,,,
slice,27,1.431363764,,,,,
cold,1097,3.040206628,,,,,
want,11262,4.051615523,,,,,
van,71,1.851258349,,,,,
understood,13,1.113943352,,,,,
bushy,13,1.113943352,,,,,
hopped,11,1.041392685,,,,,
ouch,220,2.342422681,,,,,
skater,2,0.301029996,,,,,
moose,42,1.62324929,,,,,
beak,22,1.342422681,,,,,
pastry,0,0,,,,,
bank,67,1.826074803,,,,,
sawdust,4,0.602059991,,,,,
wake,309,2.489958479,,,,,
fit,817,2.912222057,,,,,
pliers,73,1.86332286,,,,,
breast,16,1.204119983,,,,,
interested,72,1.857332496,,,,,
hoop,11,1.041392685,,,,,
time,3171,3.501196242,,,,,
windowsill,6,0.77815125,,,,,
boss,8,0.903089987,,,,,
enjoy,33,1.51851394,,,,,
musician,5,0.698970004,,,,,
chipmunk,3,0.477121255,,,,,
freeze,28,1.447158031,,,,,
sob,0,0,,,,,
chat,7,0.84509804,,,,,
realize,28,1.447158031,,,,,
ad,6,0.77815125,,,,,
crazy,197,2.294466226,,,,,
knit,12,1.079181246,,,,,
remove,6,0.77815125,,,,,
shore,22,1.342422681,,,,,
suit,96,1.982271233,,,,,
step,222,2.346352974,,,,,
invite,48,1.681241237,,,,,
village,84,1.924279286,,,,,
at,9828,3.992465148,,,,,
smoke,127,2.103803721,,,,,
cowboy,207,2.315970345,,,,,
post,39,1.591064607,,,,,
rich,28,1.447158031,,,,,
address,17,1.230448921,,,,,
perfect,57,1.755874856,,,,,
bill,81,1.908485019,,,,,
normal,14,1.146128036,,,,,
frozen,15,1.176091259,,,,,
sunshine,46,1.662757832,,,,,
caterpillar,63,1.799340549,,,,,
yellow,1065,3.027349608,,,,,
lesson,14,1.146128036,,,,,
health,6,0.77815125,,,,,
steep,9,0.954242509,,,,,
tip,49,1.69019608,,,,,
flow,6,0.77815125,,,,,
tap,66,1.819543936,,,,,
theater,11,1.041392685,,,,,
grip,4,0.602059991,,,,,
goldfish,52,1.716003344,,,,,
plastic,119,2.075546961,,,,,
pole,81,1.908485019,,,,,
coffee,753,2.876794976,,,,,
packed,21,1.322219295,,,,,
bless,233,2.367355921,,,,,
jungle,44,1.643452676,,,,,
own,410,2.612783857,,,,,
someone,228,2.357934847,,,,,
thrown,22,1.342422681,,,,,
correctly,13,1.113943352,,,,,
collar,25,1.397940009,,,,,
drapes,4,0.602059991,,,,,
tray,142,2.152288344,,,,,
pain,12,1.079181246,,,,,
twinkle,68,1.832508913,,,,,
engine,193,2.285557309,,,,,
growl,17,1.230448921,,,,,
are,21932,4.341078237,,,,,
motorcycle,149,2.173186268,,,,,
football,142,2.152288344,,,,,
answer,117,2.068185862,,,,,
net,45,1.653212514,,,,,
pin,104,2.017033339,,,,,
best,383,2.583198774,,,,,
early,216,2.334453751,,,,,
bury,10,1,,,,,
were,3772,3.576571684,,,,,
crackle,3,0.477121255,,,,,
tan,14,1.146128036,,,,,
jet,14,1.146128036,,,,,
chose,25,1.397940009,,,,,
impossible,13,1.113943352,,,,,
guts,0,0,,,,,
oven,138,2.139879086,,,,,
bolt,87,1.939519253,,,,,
expect,20,1.301029996,,,,,
wilderness,0,0,,,,,
lawn,43,1.633468456,,,,,
sister,338,2.5289167,,,,,
porch,55,1.740362689,,,,,
sets,6,0.77815125,,,,,
underline,0,0,,,,,
canoe,11,1.041392685,,,,,
poke,45,1.653212514,,,,,
thief,12,1.079181246,,,,,
mate,1,0,,,,,
dictionary,18,1.255272505,,,,,
license,10,1,,,,,
towards,22,1.342422681,,,,,
reason,122,2.086359831,,,,,
sixty,24,1.380211242,,,,,
strings,37,1.568201724,,,,,
actor,6,0.77815125,,,,,
cure,4,0.602059991,,,,,
liar,4,0.602059991,,,,,
enemy,7,0.84509804,,,,,
borrow,51,1.707570176,,,,,
belt,104,2.017033339,,,,,
mole,6,0.77815125,,,,,
scarecrow,13,1.113943352,,,,,
sometime,101,2.004321374,,,,,
content,6,0.77815125,,,,,
terrified,2,0.301029996,,,,,
without,229,2.359835482,,,,,
if,6133,3.787672965,,,,,
port,0,0,,,,,
been,970,2.986771734,,,,,
aboard,13,1.113943352,,,,,
afterwards,37,1.568201724,,,,,
describe,8,0.903089987,,,,,
horned,4,0.602059991,,,,,
happen,393,2.59439255,,,,,
ahead,601,2.778874472,,,,,
marble,23,1.361727836,,,,,
rotten,6,0.77815125,,,,,
trash,165,2.217483944,,,,,
burst,2,0.301029996,,,,,
robin,205,2.311753861,,,,,
clump,2,0.301029996,,,,,
ticket,8,0.903089987,,,,,
damage,13,1.113943352,,,,,
which,1532,3.185258765,,,,,
almost,856,2.932473765,,,,,
fleet,3,0.477121255,,,,,
pork,13,1.113943352,,,,,
clever,41,1.612783857,,,,,
chap,2,0.301029996,,,,,
paw,15,1.176091259,,,,,
vote,8,0.903089987,,,,,
figure,126,2.100370545,,,,,
sank,6,0.77815125,,,,,
dare,13,1.113943352,,,,,
radio,93,1.968482949,,,,,
mother,600,2.77815125,,,,,
cellar,18,1.255272505,,,,,
woman,81,1.908485019,,,,,
being,540,2.73239376,,,,,
fact,77,1.886490725,,,,,
rather,112,2.049218023,,,,,
league,1,0,,,,,
fond,1,0,,,,,
saving,15,1.176091259,,,,,
club,31,1.491361694,,,,,
and,36350,4.560504415,,,,,
section,11,1.041392685,,,,,
itself,65,1.812913357,,,,,
shack,2,0.301029996,,,,,
sign,90,1.954242509,,,,,
click,61,1.785329835,,,,,
wise,12,1.079181246,,,,,
second,576,2.760422483,,,,,
skinny,31,1.491361694,,,,,
sling,0,0,,,,,
tow,44,1.643452676,,,,,
skinned,2,0.301029996,,,,,
traffic,33,1.51851394,,,,,
employer,0,0,,,,,
independent,6,0.77815125,,,,,
pleasant,5,0.698970004,,,,,
rear,9,0.954242509,,,,,
acre,0,0,,,,,
alongside,1,0,,,,,
lonesome,2,0.301029996,,,,,
sooner,12,1.079181246,,,,,
red-faced,0,0,,,,,
victory,3,0.477121255,,,,,
carpenter,16,1.204119983,,,,,
peas,118,2.071882007,,,,,
spoiled,12,1.079181246,,,,,
children,411,2.613841822,,,,,
common,11,1.041392685,,,,,
odd,15,1.176091259,,,,,
brag,0,0,,,,,
row,134,2.127104798,,,,,
sixteen,31,1.491361694,,,,,
axle,0,0,,,,,
eldest,2,0.301029996,,,,,
jeans,16,1.204119983,,,,,
stillness,0,0,,,,,
frisky,3,0.477121255,,,,,
moan,0,0,,,,,
belly button,0,0,,,,,
fur,98,1.991226076,,,,,
exactly,103,2.012837225,,,,,
people,1753,3.243781916,,,,,
risk,0,0,,,,,
starve,5,0.698970004,,,,,
mustard,27,1.431363764,,,,,
bobbed,0,0,,,,,
cheer,3,0.477121255,,,,,
power,28,1.447158031,,,,,
drown,13,1.113943352,,,,,
experience,9,0.954242509,,,,,
deal,77,1.886490725,,,,,
led,8,0.903089987,,,,,
northern,1,0,,,,,
hire,1,0,,,,,
alike,44,1.643452676,,,,,
shorts,78,1.892094603,,,,,
theirs,9,0.954242509,,,,,
intend,3,0.477121255,,,,,
arms,267,2.426511261,,,,,
mournful,0,0,,,,,
interview,6,0.77815125,,,,,
grace,12,1.079181246,,,,,
page,741,2.869818208,,,,,
pea,63,1.799340549,,,,,
soul,13,1.113943352,,,,,
headlines,0,0,,,,,
partly,6,0.77815125,,,,,
level,12,1.079181246,,,,,
floor,1200,3.079181246,,,,,
settlement,0,0,,,,,
sled,35,1.544068044,,,,,
having,516,2.712649702,,,,,
deaf,7,0.84509804,,,,,
thousands,2,0.301029996,,,,,
whoever,27,1.431363764,,,,,
money,789,2.897077003,,,,,
vapor,0,0,,,,,
broad,3,0.477121255,,,,,
indeed,28,1.447158031,,,,,
sir,96,1.982271233,,,,,
gonna,12629,4.101368963,,,,,
lock,83,1.919078092,,,,,
mat,22,1.342422681,,,,,
whether,66,1.819543936,,,,,
costume,56,1.748188027,,,,,
honey,2057,3.313234292,,,,,
garbage,175,2.243038049,,,,,
leaf,108,2.033423755,,,,,
wanna,11534,4.061979947,,,,,
surely,16,1.204119983,,,,,
beyond,11,1.041392685,,,,,
butcher,5,0.698970004,,,,,
truck,1445,3.159867847,,,,,
law,9,0.954242509,,,,,
necklace,69,1.838849091,,,,,
heave,0,0,,,,,
worthless,1,0,,,,,
mailbox,50,1.698970004,,,,,
luster,1,0,,,,,
helmet,54,1.73239376,,,,,
French fries,0,0,,,,,
freezer,29,1.462397998,,,,,
inning,1,0,,,,,
painting,121,2.08278537,,,,,
pollution,0,0,,,,,
drink,1272,3.104487111,,,,,
tend,8,0.903089987,,,,,
door,1423,3.1532049,,,,,
dreadful,4,0.602059991,,,,,
grant,4,0.602059991,,,,,
dad,332,2.521138084,,,,,
pizza,149,2.173186268,,,,,
strawberry,83,1.919078092,,,,,
rheumatism,0,0,,,,,
toothbrush,94,1.973127854,,,,,
I,43651,4.639994197,,,,,
yes,7928,3.899163641,,,,,
favorite,452,2.655138435,,,,,
she,8141,3.910677755,,,,,
flu,8,0.903089987,,,,,
bounce,238,2.376576957,,,,,
morning,1229,3.089551883,,,,,
cries,43,1.633468456,,,,,
wolves,1,0,,,,,
fold,120,2.079181246,,,,,
winner,21,1.322219295,,,,,
sun,366,2.563481085,,,,,
take,5655,3.752432609,,,,,
make,4986,3.697752274,,,,,
tasty,142,2.152288344,,,,,
her,5957,3.7750276,,,,,
silly,978,2.990338855,,,,,
speak,64,1.806179974,,,,,
drank,70,1.84509804,,,,,
full,361,2.557507202,,,,,
rush,19,1.278753601,,,,,
rainy,18,1.255272505,,,,,
shark,94,1.973127854,,,,,
auto,1,0,,,,,
soda,76,1.880813592,,,,,
carton,29,1.462397998,,,,,
write,922,2.964730921,,,,,
amazing,26,1.414973348,,,,,
rest,410,2.612783857,,,,,
kindly,4,0.602059991,,,,,
shopping,151,2.178976947,,,,,
year,315,2.498310554,,,,,
round,392,2.593286067,,,,,
zip,132,2.120573931,,,,,
feed,435,2.638489257,,,,,
princess,61,1.785329835,,,,,
one,16634,4.220996697,,,,,
useful,12,1.079181246,,,,,
eaten,77,1.886490725,,,,,
zebra,93,1.968482949,,,,,
copy,22,1.342422681,,,,,
farm,319,2.503790683,,,,,
husband,18,1.255272505,,,,,
him,5854,3.767452718,,,,,
turnip,2,0.301029996,,,,,
start,569,2.755112266,,,,,
fall,1146,3.059184618,,,,,
everyone,98,1.991226076,,,,,
rip,110,2.041392685,,,,,
long,1258,3.099680641,,,,,
honk,66,1.819543936,,,,,
wish,187,2.271841607,,,,,
stretch,32,1.505149978,,,,,
standing,288,2.459392488,,,,,
brown,460,2.662757832,,,,,
hook,174,2.240549248,,,,,
magician,8,0.903089987,,,,,
rocket,33,1.51851394,,,,,
babe,75,1.875061263,,,,,
Item,0,0,,,,,
sweet,384,2.584331224,,,,,
harm,2,0.301029996,,,,,
pickup,5,0.698970004,,,,,
find,2309,3.363423933,,,,,
married,60,1.77815125,,,,,
your,27851,4.444840793,,,,,
crocodile,80,1.903089987,,,,,
temperature,33,1.51851394,,,,,
handbag,0,0,,,,,
sheep,387,2.587710965,,,,,
bedside,0,0,,,,,
living,252,2.401400541,,,,,
peg,84,1.924279286,,,,,
or,4343,3.637789829,,,,,
heavy,350,2.544068044,,,,,
racket,21,1.322219295,,,,,
giraffe,194,2.28780173,,,,,
himself,187,2.271841607,,,,,
wrapped,35,1.544068044,,,,,
cage,108,2.033423755,,,,,
wonder,372,2.57054294,,,,,
runner,9,0.954242509,,,,,
excitement,2,0.301029996,,,,,
after,970,2.986771734,,,,,
marry,25,1.397940009,,,,,
lost,367,2.564666064,,,,,
wag,10,1,,,,,
wash,934,2.970346876,,,,,
blew,59,1.770852012,,,,,
shut,252,2.401400541,,,,,
high,474,2.675778342,,,,,
weekend,144,2.158362492,,,,,
word,444,2.64738297,,,,,
seal,80,1.903089987,,,,,
ink,48,1.681241237,,,,,
shelter,1,0,,,,,
parade,48,1.681241237,,,,,
trust,10,1,,,,,
bulb,18,1.255272505,,,,,
speech,8,0.903089987,,,,,
chop,40,1.602059991,,,,,
eagle,24,1.380211242,,,,,
grown,43,1.633468456,,,,,
goods,2,0.301029996,,,,,
huge,54,1.73239376,,,,,
ceiling,78,1.892094603,,,,,
yucky,211,2.324282455,,,,,
wild,85,1.929418926,,,,,
windy,40,1.602059991,,,,,
champion,0,0,,,,,
wet,733,2.865103975,,,,,
hotel,40,1.602059991,,,,,
wax,34,1.531478917,,,,,
arrow,31,1.491361694,,,,,
heard,336,2.526339277,,,,,
backwards,156,2.193124598,,,,,
rag,15,1.176091259,,,,,
lay,280,2.447158031,,,,,
solution,4,0.602059991,,,,,
strength,11,1.041392685,,,,,
wolf,111,2.045322979,,,,,
fell,1031,3.013258665,,,,,
frame,17,1.230448921,,,,,
lucky,98,1.991226076,,,,,
dump,287,2.457881897,,,,,
globe,15,1.176091259,,,,,
holder,25,1.397940009,,,,,
noun,3,0.477121255,,,,,
station,99,1.995635195,,,,,
toward,27,1.431363764,,,,,
spread,50,1.698970004,,,,,
furs,1,0,,,,,
once,309,2.489958479,,,,,
relax,21,1.322219295,,,,,
sons,5,0.698970004,,,,,
wow,1258,3.099680641,,,,,
canary,0,0,,,,,
recognize,30,1.477121255,,,,,
singer,4,0.602059991,,,,,
wrap,80,1.903089987,,,,,
around,2257,3.353531559,,,,,
taking,570,2.755874856,,,,,
fourteen,58,1.763427994,,,,,
rooster,246,2.390935107,,,,,
land,138,2.139879086,,,,,
meeting,45,1.653212514,,,,,
wounded,0,0,,,,,
proud,58,1.763427994,,,,,
mother-in-law,0,0,,,,,
trouble,251,2.399673721,,,,,
group,86,1.934498451,,,,,
close,1280,3.10720997,,,,,
lightning,25,1.397940009,,,,,
turtle,315,2.498310554,,,,,
alive,79,1.897627091,,,,,
unlock,13,1.113943352,,,,,
yolk,9,0.954242509,,,,,
blind,24,1.380211242,,,,,
different,729,2.862727528,,,,,
checkers,8,0.903089987,,,,,
none,102,2.008600172,,,,,
throne,1,0,,,,,
toss,5,0.698970004,,,,,
fat,233,2.367355921,,,,,
choose,85,1.929418926,,,,,
our,1394,3.144262774,,,,,
lift,138,2.139879086,,,,,
greet,1,0,,,,,
bigger,399,2.600972896,,,,,
stem,30,1.477121255,,,,,
penny,173,2.238046103,,,,,
swept,3,0.477121255,,,,,
through,983,2.992553518,,,,,
draw,967,2.985426474,,,,,
safety,13,1.113943352,,,,,
refreshing,0,0,,,,,
bran,11,1.041392685,,,,,
desert,28,1.447158031,,,,,
guess,975,2.989004616,,,,,
creature,14,1.146128036,,,,,
sentence,21,1.322219295,,,,,
paste,27,1.431363764,,,,,
painter,7,0.84509804,,,,,
senor,0,0,,,,,
ginger,35,1.544068044,,,,,
wagged,1,0,,,,,
pasture,16,1.204119983,,,,,
stormy,5,0.698970004,,,,,
blonde,21,1.322219295,,,,,
thousand,17,1.230448921,,,,,
action,18,1.255272505,,,,,
season,17,1.230448921,,,,,
live,472,2.673941999,,,,,
roller,45,1.653212514,,,,,
lobster,63,1.799340549,,,,,
lamb,216,2.334453751,,,,,
arithmetic,0,0,,,,,
glad,221,2.344392274,,,,,
excuse,315,2.498310554,,,,,
flagpole,0,0,,,,,
success,2,0.301029996,,,,,
jay,13,1.113943352,,,,,
howl,0,0,,,,,
really,3017,3.47957531,,,,,
used,140,2.146128036,,,,,
booth,9,0.954242509,,,,,
explore,12,1.079181246,,,,,
movie,503,2.701567985,,,,,
experiment,13,1.113943352,,,,,
hunter,8,0.903089987,,,,,
receiver,3,0.477121255,,,,,
stocking,26,1.414973348,,,,,
stereo,5,0.698970004,,,,,
forward,45,1.653212514,,,,,
electric,16,1.204119983,,,,,
jammed,2,0.301029996,,,,,
polish,46,1.662757832,,,,,
business,26,1.414973348,,,,,
motor,80,1.903089987,,,,,
twins,28,1.447158031,,,,,
bit,1287,3.109578547,,,,,
cherry,34,1.531478917,,,,,
beetle,18,1.255272505,,,,,
railing,4,0.602059991,,,,,
cape,29,1.462397998,,,,,
skeleton,20,1.301029996,,,,,
subject,6,0.77815125,,,,,
spelling,25,1.397940009,,,,,
fang,0,0,,,,,
crab,32,1.505149978,,,,,
mister,429,2.632457292,,,,,
charcoal,3,0.477121255,,,,,
welcome,339,2.530199698,,,,,
cocoa,40,1.602059991,,,,,
conductor,12,1.079181246,,,,,
gentleman,6,0.77815125,,,,,
disgusted,3,0.477121255,,,,,
fountain,34,1.531478917,,,,,
audience,0,0,,,,,
easier,106,2.025305865,,,,,
hospital,158,2.198657087,,,,,
flop,7,0.84509804,,,,,
manager,2,0.301029996,,,,,
museum,127,2.103803721,,,,,
chemical,1,0,,,,,
store,754,2.877371346,,,,,
thirteen,58,1.763427994,,,,,
blacksmith,1,0,,,,,
mysterious,1,0,,,,,
rose,23,1.361727836,,,,,
hiss,6,0.77815125,,,,,
eighth,11,1.041392685,,,,,
fault,31,1.491361694,,,,,
point,124,2.093421685,,,,,
stitch,2,0.301029996,,,,,
torch,1,0,,,,,
guitar,107,2.029383778,,,,,
gym,20,1.301029996,,,,,
shadow,67,1.826074803,,,,,
seller,3,0.477121255,,,,,
dive,14,1.146128036,,,,,
marvelous,10,1,,,,,
command,2,0.301029996,,,,,
title,0,0,,,,,
skiing,21,1.322219295,,,,,
lid,105,2.021189299,,,,,
locker,3,0.477121255,,,,,
cave,45,1.653212514,,,,,
snail,56,1.748188027,,,,,
graduation,2,0.301029996,,,,,
slit,2,0.301029996,,,,,
fought,12,1.079181246,,,,,
poisonous,11,1.041392685,,,,,
terrible,116,2.064457989,,,,,
poetry,0,0,,,,,
steak,32,1.505149978,,,,,
pond,67,1.826074803,,,,,
against,82,1.913813852,,,,,
yarn,55,1.740362689,,,,,
tramp,17,1.230448921,,,,,
hay,85,1.929418926,,,,,
showing,95,1.977723605,,,,,
hamburger,93,1.968482949,,,,,
soar,0,0,,,,,
coldly,0,0,,,,,
turkey,232,2.365487985,,,,,
weave,1,0,,,,,
microphone,534,2.727541257,,,,,
vitamins,53,1.72427587,,,,,
steady,9,0.954242509,,,,,
cavity,2,0.301029996,,,,,
minute,1317,3.119585775,,,,,
polite,31,1.491361694,,,,,
dam,15,1.176091259,,,,,
flash,16,1.204119983,,,,,
stair,11,1.041392685,,,,,
bridge,208,2.318063335,,,,,
dent,2,0.301029996,,,,,
spade,2,0.301029996,,,,,
breeze,28,1.447158031,,,,,
brand,23,1.361727836,,,,,
lamp,55,1.740362689,,,,,
stiff,11,1.041392685,,,,,
approve,0,0,,,,,
outline,1,0,,,,,
crowded,30,1.477121255,,,,,
dipper,0,0,,,,,
thankful,0,0,,,,,
dime,26,1.414973348,,,,,
robot,27,1.431363764,,,,,
spirit,11,1.041392685,,,,,
sack,40,1.602059991,,,,,
log,35,1.544068044,,,,,
type,77,1.886490725,,,,,
secretary,2,0.301029996,,,,,
musket,0,0,,,,,
swap,1,0,,,,,
vet,3,0.477121255,,,,,
brownie,14,1.146128036,,,,,
counter,49,1.69019608,,,,,
whirlwind,1,0,,,,,
closet,175,2.243038049,,,,,
discuss,11,1.041392685,,,,,
minutes,352,2.546542663,,,,,
month,60,1.77815125,,,,,
taken,72,1.857332496,,,,,
application,1,0,,,,,
bully,10,1,,,,,
chops,13,1.113943352,,,,,
steam,25,1.397940009,,,,,
assembly,0,0,,,,,
skate,10,1,,,,,
forever,43,1.633468456,,,,,
pool,248,2.394451681,,,,,
servant,4,0.602059991,,,,,
inner,4,0.602059991,,,,,
is,39573,4.597398975,,,,,
relief,6,0.77815125,,,,,
graph,0,0,,,,,
room,1339,3.126780577,,,,,
medicine,285,2.45484486,,,,,
chief,18,1.255272505,,,,,
kingdom,5,0.698970004,,,,,
resist,2,0.301029996,,,,,
barely,10,1,,,,,
lazy,27,1.431363764,,,,,
paid,18,1.255272505,,,,,
rare,3,0.477121255,,,,,
fence,236,2.372912003,,,,,
even,850,2.929418926,,,,,
stagecoach,0,0,,,,,
certainly,86,1.934498451,,,,,
luck,26,1.414973348,,,,,
throat,95,1.977723605,,,,,
seen,533,2.726727209,,,,,
upon,58,1.763427994,,,,,
makeup,9,0.954242509,,,,,
nick,19,1.278753601,,,,,
enchanted,0,0,,,,,
factories,0,0,,,,,
elevator,45,1.653212514,,,,,
tool,68,1.832508913,,,,,
hitch,7,0.84509804,,,,,
roger,2,0.301029996,,,,,
brisk,0,0,,,,,
engaged,3,0.477121255,,,,,
than,617,2.790285164,,,,,
course,138,2.139879086,,,,,
pure,3,0.477121255,,,,,
cruel,3,0.477121255,,,,,
coat,197,2.294466226,,,,,
tire,136,2.133538908,,,,,
south,18,1.255272505,,,,,
bookcase,35,1.544068044,,,,,
main,17,1.230448921,,,,,
